"type","sqft","sqm","price","payment_method","governorate","city","area","down_payment","bedroomscc","bathroomscc","posted_date","month","day"
"Chalet","1163","108",21000000,"Installments","North Coast","Ras Al Hekma","Azha North","","2","2","2025-09-01","9","1"
"Townhouse","2756","256",23920000,"Cash","Cairo","New Cairo City","","","2","2","2025-08-14","8","14"
"Chalet","743","69",5500000,"Installments","North Coast","Ras Al Hekma","Al Masyaf","","1","1","2025-09-02","9","2"
"Apartment","1625","151",2500000,"Cash","Giza","Sheikh Zayed City","New Zayed City","","3","3","2025-08-14","8","14"
"Apartment","1851","172",8000000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-27","8","27"
"Apartment","484","45",1575000,"Cash","Red Sea","Hurghada","El Hadaba District",315000,"1","1","2026-09-01","9","1"
"Apartment","1421","132",8933040,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds","","2","2","2025-09-01","9","1"
"Villa","2960","275",15300000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","4","4","2025-08-26","8","26"
"Twin House","3014","280",30000000,"Cash","Cairo","Mokattam","Uptown Cairo","","4","4","2025-08-16","8","16"
"Penthouse","2207","205",5100000,"Cash","Cairo","New Cairo City","","","3","3","2025-09-02","9","2"
"Villa","2174","202",11680000,"Cash","Giza","6 October City","6 October Compounds","","3.0","3.0","2025-08-26","8","26"
"Villa","10269","954",120000000,"Cash","North Coast","Sidi Abdel Rahman","Zoya","","7","7","2025-08-28","8","28"
"Villa","4090","380",24500000,"Cash","Giza","6 October City","Al Wahat Road","","4","4","2025-08-28","8","28"
"Villa","3660","340",70000000,"Installments","Cairo","New Cairo City","",3500000,"5","5","2025-09-02","9","2"
"Villa","5382","500",70875000,"Cash","North Coast","Sidi Abdel Rahman","Marassi","","6","6","2025-08-31","8","31"
"Chalet","969","90",4000000,"Cash","North Coast","Sidi Abdel Rahman","Q North","","1","1","2025-09-01","9","1"
"Villa","3035","282",35000000,"Cash","North Coast","Qesm Marsa Matrouh","Fouka Bay","","6","6","","",""
"Villa","2852","265",20500000,"Cash","Cairo","New Cairo City","","","4","4","","",""
"Apartment","1701","158",5805000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds",1160000,"2","2","2025-08-28","8","28"
"Villa","1884","175",1200000,"Cash","North Coast","Ras Al Hekma","LYV","","4","4","2025-08-31","8","31"
"Apartment","1453","135",6060000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","2","2","2025-09-02","9","2"
"Villa","3229","300",5500000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","4","4","2025-08-31","8","31"
"Apartment","1378","128",4600868,"Cash","Cairo","New Cairo City","","","2","2","2025-09-01","9","1"
"Villa","3122","290",13000000,"Cash","North Coast","Sidi Abdel Rahman","Marseilia Beach 4","","4","4","2025-08-31","8","31"
"Villa","3229","300",30000000,"Installments","North Coast","Qesm Marsa Matrouh","Caesar",1300000,"4","4","2025-08-21","8","21"
"Apartment","1453","135",7584500,"Cash","Cairo","New Cairo City","","","3","3","2025-02-19","2","19"
"Apartment","1776","165",4600000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds","","3","3","2025-09-01","9","1"
"Chalet","700","65",6200000,"Installments","Suez","Al Ain Al Sokhna","Aroma Residence",620000,"1","1","2025-09-02","9","2"
"Chalet","1561","145",10058000,"Cash","North Coast","Al Alamein","New Alamein City",503000,"2","2","2025-08-12","8","12"
"Apartment","1905","177",14546000,"Cash","Cairo","New Cairo City","","","3","3","2026-09-01","9","1"
"Villa","3251","302",7000000,"Cash","Giza","6 October City","6 October Compounds","","5","5","2025-09-01","9","1"
"Apartment","1345","125",6700000,"Cash","Cairo","New Cairo City","",670000,"2","2","2025-09-02","9","2"
"Villa","2368","220",65000000,"Cash","Red Sea","Hurghada","Al Gouna","","4","4","2025-08-31","8","31"
"Apartment","2250","209",25000000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-31","8","31"
"Chalet","743","69",10960000,"Cash","Red Sea","Hurghada","Al Gouna",3454000,"1","1","2025-09-01","9","1"
"Twin House","3864","359",24000000,"Cash","Giza","6 October City","26th of July Corridor","","4","4","2025-09-02","9","2"
"Apartment","1981","184",7500000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds","","3","3","2025-08-28","8","28"
"Apartment","1507","140",9300000,"Installments","Cairo","El Nozha","Sheraton Al Matar","","2","2","2025-09-02","9","2"
"Apartment","1830","170",9520000,"Cash","Giza","6 October City","6 October Compounds","","3","3","2025-09-01","9","1"
"Chalet","1507","140",4700000,"Cash","North Coast","Al Alamein","New Alamein City","","3","3","2025-08-19","8","19"
"Villa","3444","320",40000000,"Cash","North Coast","Qesm Ad Dabaah","Swan Lake North Coast","","6","6","2025-09-01","9","1"
"Twin House","9688","900",90000000,"Cash","North Coast","Qesm Marsa Matrouh","Marsa Baghush","","6","6","2025-08-30","8","30"
"Villa","6997","650",18000000,"Cash","North Coast","Al Alamein","Costa Del Sol","","3","3","2025-07-22","7","22"
"Apartment","2099","195",4400000,"Cash","Cairo","Shorouk City","","","3","3","2025-09-01","9","1"
"Chalet","1130","105",5000000,"Installments","North Coast","Ras Al Hekma","Salt","","2","2","2025-08-31","8","31"
"Chalet","2045","190",13000000,"Cash","North Coast","Qesm Marsa Matrouh","Silver Sands","","2","2","2025-08-13","8","13"
"Apartment","2153","200",10000000,"Cash","Cairo","Madinaty","","","3","3","2025-08-14","8","14"
"iVilla","2992","278","","","Cairo","New Cairo City","","","3","3","2025-08-23","8","23"
"Twin House","3208","298",14270000,"Cash","Cairo","Shorouk City","El Shorouk Compounds","","3","3","2025-08-31","8","31"
"Chalet","1119","104",5500000,"Installments","North Coast","Sidi Abdel Rahman","Amwaj","","2","2","2025-08-27","8","27"
"Chalet","1399","130",10000000,"Cash","Red Sea","Hurghada","","","2","2","2025-09-01","9","1"
"Apartment","926","86",5074000,"Cash","Red Sea","Hurghada","Al Ahyaa District",507400,"1","1","2025-08-26","8","26"
"iVilla","3057","284",11600000,"Cash","Giza","6 October City","Northern Expansions","","4","4","2025-08-21","8","21"
"Villa","2766","257",37000000,"Cash","North Coast","Sidi Abdel Rahman","Amwaj","","4","4","2025-08-05","8","5"
"Apartment","1830","170",5250000,"Cash","Cairo","New Cairo City","","","3","3","2025-09-02","9","2"
"Penthouse","1658","154",8000000,"Cash","Giza","Sheikh Zayed City","6th District","","3","3","2025-08-25","8","25"
"Apartment","1647","153",7531000,"Installments","Alexandria","Alexandria Compounds","Alex West",1983530,"2","2","2025-08-18","8","18"
"Chalet","323","30",2524000,"Cash","North Coast","Al Alamein","Golf Porto Marina",378600,"1","1","2025-05-07","5","7"
"Apartment","1711","159",7175000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","2","2","2025-09-02","9","2"
"Villa","3983","370",100000000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","6","6","2025-08-07","8","7"
"Apartment","1722","160",4040000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","4","4","2025-09-01","9","1"
"Apartment","1528","142",4000000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","2","2","2025-08-21","8","21"
"Apartment","1163","108",10400000,"Installments","Giza","6 October City","6 October Compounds",520000,"2","2","2025-08-31","8","31"
"Penthouse","2745","255",11000000,"Cash","Giza","6 October City","Hadayek October","","4","4","2025-07-24","7","24"
"Duplex","2960","275",10600000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-11","8","11"
"Apartment","1507","140",6999000,"Cash","Cairo","New Cairo City","","","2","2","2025-08-31","8","31"
"Apartment","1841","171",9700000,"Installments","Cairo","New Capital City","New Capital Compounds",485000,"3","3","2025-08-07","8","7"
"Chalet","1292","120","","","North Coast","Qesm Marsa Matrouh","Fouka Bay","","2","2","2025-08-31","8","31"
"Apartment","2820","262",8500000,"Cash","Giza","6 October City","6 October Compounds","","3","3","2025-09-02","9","2"
"Villa","2799","260",8600000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds","","3","3","2025-08-31","8","31"
"Apartment","2422","225",8720000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds","","3","3","2025-07-28","7","28"
"Chalet","1249","116",6700000,"Installments","North Coast","Ras Al Hekma","Gaia",1800000,"2","2","2025-09-01","9","1"
"Twin House","4230","393",18000000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","4","4","2025-07-07","7","7"
"Penthouse","1572","146",6230000,"Installments","Giza","6 October City","6 October Compounds",1380000,"3","3","2025-08-20","8","20"
"Chalet","1884","175",14000000,"Cash","North Coast","Sidi Abdel Rahman","Hacienda Bay","","2","2","2025-08-12","8","12"
"Chalet","700","65",3800000,"Installments","North Coast","Sidi Abdel Rahman","Hacienda White","","1","1","2025-08-28","8","28"
"Apartment","1744","162",8000000,"Cash","Giza","6 October City","Cairo Alexandria Desert Road","","3","3","2025-09-01","9","1"
"Duplex","3089","287",19500000,"Cash","Cairo","New Cairo City","","","5","5","2025-09-01","9","1"
"Chalet","1668","155",10700000,"Installments","North Coast","Ras Al Hekma","La vista Ras El Hikma","","3","3","2025-08-31","8","31"
"Duplex","3767","350",9000000,"Cash","Alexandria","Hay Sharq","Laurent","","3","3","2025-09-01","9","1"
"Apartment","1830","170",6460000,"Cash","Cairo","New Cairo City","","","2","2","2025-09-01","9","1"
"Villa","4133","384",36000000,"Cash","Cairo","New Cairo City","","","7","7","2025-09-01","9","1"
"Townhouse","1615","150",9737000,"Cash","North Coast","Ras Al Hekma","Mountain View","","3","3","2025-08-12","8","12"
"Apartment","1335","124",5950000,"Cash","Cairo","Madinaty","","","2","2","2025-09-01","9","1"
"Townhouse","2260","210",13495750,"Cash","Cairo","New Cairo City","The 1st Settlement","","4","4","2025-08-25","8","25"
"Chalet","646","60",3900000,"Installments","Suez","Al Ain Al Sokhna","Bella East",1150000,"1","1","2025-08-13","8","13"
"Chalet","1830","170",50000000,"Cash","North Coast","Sidi Abdel Rahman","Marassi","","3","3","2025-08-26","8","26"
"Twin House","2433","226",24000000,"Cash","Cairo","New Cairo City","","","4","4","2025-08-28","8","28"
"Villa","5920","550",30000000,"Cash","Giza","Sheikh Zayed City","9th District","","6","6","2025-08-26","8","26"
"Apartment","1615","150",285000,"Cash","Giza","6 October City","5th District","","2","2","2025-07-30","7","30"
"Duplex","2207","205",13000000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds",650000,"4","4","2025-09-01","9","1"
"Chalet","1292","120",13504000,"Installments","North Coast","Qesm Ad Dabaah","Ghazala Bay",1849500,"2","2","2026-08-31","8","31"
"Duplex","2637","245",13500000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","3","3","2025-08-28","8","28"
"Apartment","1798","167",11000000,"Cash","Giza","Sheikh Zayed City","6th District","","2","2","2025-08-31","8","31"
"Chalet","1001","93",11000000,"Cash","North Coast","Fuka","Diplomats Mountain View","","2","2","2025-08-26","8","26"
"Townhouse","2906","270",24090000,"Cash","Giza","Sheikh Zayed City","New Zayed City","","3","3","2025-09-02","9","2"
"Chalet","818","76",2500000,"Cash","Suez","Al Ain Al Sokhna","Coronado Marina","","1","1","2025-09-02","9","2"
"Townhouse","2519","234",11900000,"Cash","Cairo","New Heliopolis","6th District","","4","4","2025-08-13","8","13"
"Villa","2497","232",5800000,"Cash","Giza","6 October City","6 October Compounds","","4","4","2025-08-28","8","28"
"Apartment","980","91",8723000,"Installments","Giza","6 October City","South Dahshur Link",872300,"2","2","2025-09-01","9","1"
"Villa","2852","265",32000000,"Cash","North Coast","Sidi Abdel Rahman","Amwaj","","4","4","2025-08-24","8","24"
"Villa","2530","235",30600000,"Installments","North Coast","Ras Al Hekma","Solare",1530000,"4","4","2025-08-31","8","31"
"Villa","2852","265",16171000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","3","3","2025-09-01","9","1"
"Villa","3229","300",11200000,"Cash","Giza","6 October City","26th of July Corridor","","5","5","2025-09-01","9","1"
"Apartment","2099","195",18000000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-31","8","31"
"Villa","4413","410",22500000,"Installments","Giza","6 October City","Cairo Alexandria Desert Road",9000000,"3","3","2025-08-19","8","19"
"Apartment","2583","240",7500000,"Cash","Cairo","New Cairo City","","","2","2","2025-05-31","5","31"
"Chalet","484","45",7000000,"Cash","Red Sea","Hurghada","Makadi","","1","1","2025-09-01","9","1"
"Apartment","2174","202",12500000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-28","8","28"
"Apartment","1496","139",6500000,"Cash","Cairo","New Cairo City","",3,"2.0","2.0","2025-09-01","9","1"
"Chalet","1776","165",40000000,"Cash","North Coast","Qesm Ad Dabaah","La Vista",8000000,"3.0","3.0","2025-08-21","8","21"
"Villa","2217","206",14500000,"Cash","Cairo","New Cairo City","","","4","4","2025-09-01","9","1"
"Apartment","1787","166",5343000,"Cash","North Coast","Al Alamein","New Alamein City",267150,"2","2","2025-08-24","8","24"
"Twin House","3305","307",30000000,"Cash","North Coast","Qesm Marsa Matrouh","Silver Sands","","4","4","2025-06-04","6","4"
"Apartment","1399","130",9448000,"Installments","Giza","6 October City","6 October Compounds",2400000,"1","1","2025-09-01","9","1"
"Penthouse","1765","164",12950000,"Cash","Cairo","New Cairo City","","","2","2","2025-08-28","8","28"
"Apartment","1851","172",6098000,"Installments","Giza","6 October City","6 October Compounds",2490000,"3","3","2025-07-23","7","23"
"Townhouse","2120","197",18000000,"Cash","Cairo","New Cairo City","","","4","4","2025-09-02","9","2"
"Villa","2368","220",6500000,"Cash","Cairo","New Cairo City","","","3","3","2025-05-21","5","21"
"Villa","5382","500",51000000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","5","5","2025-08-31","8","31"
"Apartment","786","73",3700000,"Cash","Cairo","Madinaty","","","1","1","2025-08-21","8","21"
"Villa","32292","3000",100000000,"Cash","Cairo","New Cairo City","","","8","7","","",""
"Apartment","2024","188",5850000,"Installments","Giza","Sheikh Zayed City","Riviera City","","3","3","2025-08-31","8","31"
"Townhouse","1561","145",8800000,"Cash","North Coast","Ras Al Hekma","Mountain View","","4","4","2025-08-21","8","21"
"Chalet","947","88",6800000,"Cash","North Coast","Qesm Ad Dabaah","D.O.S.E North Coast","","2","2","2025-08-20","8","20"
"Duplex","2476","230",16000000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","3","3","2025-08-16","8","16"
"Apartment","1442","134",3100000,"Cash","Cairo","New Capital City","New Capital Compounds","","2","2","2025-08-05","8","5"
"Townhouse","2583","240",55000000,"Cash","North Coast","Al Alamein","Marina",15000000,"4","4","2025-08-30","8","30"
"Penthouse","1561","145",17794000,"Installments","North Coast","Ras Al Hekma","Youd",1779000,"3","3","2025-08-07","8","7"
"Twin House","1701","158",7500000,"Cash","Giza","6 October City","Northern Expansions","","3","3","2025-09-02","9","2"
"Penthouse","1722","160",13000000,"Cash","North Coast","Sidi Abdel Rahman","Amwaj","","3","3","2025-08-27","8","27"
"Townhouse","3800","353",21000000,"Cash","North Coast","Sidi Abdel Rahman","Hacienda Bay","","5","5","2025-08-06","8","6"
"Penthouse","2293","213",22500000,"Installments","Giza","Sheikh Zayed City","Sheikh Zayed Compounds",30,"3","3","2025-08-31","8","31"
"Twin House","2799","260",23500000,"Cash","North Coast","Sidi Abdel Rahman","Zoya","","5","5","2025-08-31","8","31"
"Apartment","1345","125",1680000,"Cash","Giza","Hadayek El Ahram","Gate 3 old - Khafre","","3","3","2025-08-24","8","24"
"Villa","5619","522",4400000,"Cash","Giza","6 October City","Northern Expansions","","7","7","2025-08-31","8","31"
"Twin House","4628","430",31000000,"Cash","Cairo","New Cairo City","North Investors Area","","6","6","2025-09-01","9","1"
"Apartment","1615","150",6000000,"Cash","Giza","Mohandessin","Shehab St.","","2","2","","",""
"Villa","3606","335",8000000,"Cash","North Coast","Ras Al Hekma","Jefaira","","5","5","2025-08-31","8","31"
"Chalet","1432","133",12000000,"Cash","North Coast","Ras Al Hekma","Mountain View","","2","2","2025-08-10","8","10"
"Twin House","3175","295",19500000,"Cash","Cairo","New Cairo City","","","5","5","2025-08-24","8","24"
"Chalet","2583","240","","","North Coast","Qesm Marsa Matrouh","Silver Sands","","2","2","2025-09-02","9","2"
"Apartment","1938","180",9750000,"Cash","Alexandria","Hay Sharq","Stanley","","2","2","2025-08-07","8","7"
"Chalet","1959","182",20000000,"Cash","North Coast","Sidi Abdel Rahman","Marassi","","4","4","2025-08-31","8","31"
"Apartment","1485","138",6930000,"Cash","Cairo","El Nozha","Sheraton Al Matar","","2","2","2025-08-03","8","3"
"Villa","13724","1275",45000000,"Cash","Cairo","New Cairo City","","","5","5","2025-08-17","8","17"
"Apartment","366","34",1622400,"Installments","Red Sea","Hurghada","Hurghada Resorts",811200,"1","1","2025-08-09","8","9"
"Chalet","2282","212",2700000,"Cash","North Coast","Ras Al Hekma","Jefaira","","3","3","2025-08-27","8","27"
"Chalet","1292","120",10000000,"Cash","North Coast","Al Alamein","Marina","","2","2","2025-09-01","9","1"
"Chalet","1238","115",9000000,"Cash","North Coast","Qesm Marsa Matrouh","Almaza Bay",300000,"3","3","","",""
"Villa","3358","312",19000000,"Cash","Cairo","New Cairo City","","","4","4","2025-08-19","8","19"
"Villa","3875","360",6000000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","5","5","2025-08-31","8","31"
"Apartment","592","55",5700000,"Cash","Giza","6 October City","South Dahshur Link","","1","1","2025-08-19","8","19"
"Apartment","1722","160",14500000,"Cash","Cairo","New Cairo City","","","3","3","2025-09-02","9","2"
"iVilla","2131","198",13408000,"Cash","Cairo","Madinaty","",3300000,"3","3","2025-07-06","7","6"
"Chalet","1152","107",7000000,"Installments","North Coast","Qesm Marsa Matrouh","Silver Sands","","2","2","2025-08-19","8","19"
"Apartment","420","39",3900000,"Cash","Cairo","New Cairo City","",195000,"1","1","2025-08-16","8","16"
"Apartment","1507","140",11550000,"Installments","Cairo","New Cairo City","The 6th Settlement",577500,"3","3","2025-09-02","9","2"
"Duplex","2422","225",9850000,"Cash","Giza","6 October City","6 October Compounds","","3","3","2025-08-28","8","28"
"Villa","2530","235",18750000,"Cash","Cairo","New Cairo City","",1250000,"4","4","2025-08-15","8","15"
"Apartment","3014","280",10921550,"Installments","Red Sea","Hurghada","Sahl Hasheesh",2184310,"2","2","2025-09-02","9","2"
"Villa","2303","214","","","Giza","6 October City","6 October Compounds","","3","3","2025-08-19","8","19"
"Apartment","883","82",4100000,"Cash","Cairo","Madinaty","","","1","1","2025-07-02","7","2"
"Twin House","1991","185",12428000,"Installments","North Coast","Ras Al Hekma","Azha North","","3","3","2025-08-05","8","5"
"Chalet","1238","115",7000000,"Installments","North Coast","Ras Al Hekma","Seashore",350000,"2","2","2025-08-27","8","27"
"Apartment","1432","133",8200000,"Cash","Cairo","New Cairo City","","","2","2","2025-08-31","8","31"
"Apartment","1399","130",11700000,"Installments","Cairo","New Cairo City","",585000,"3","3","2025-09-02","9","2"
"Apartment","1722","160",13000000,"Installments","Giza","6 October City","6 October Compounds",900000,"3","3","2025-09-02","9","2"
"Apartment","947","88",7000000,"Cash","Giza","Sheikh Zayed City","",2200000,"1","1","2025-09-01","9","1"
"Chalet","1184","110",12500000,"Installments","North Coast","Sidi Abdel Rahman","Plage",325000,"2","2","2025-08-31","8","31"
"Apartment","1733","161",6502000,"Installments","North Coast","Al Alamein","New Alamein City",650000,"2","2","2025-09-02","9","2"
"Apartment","1238","115",6582868,"Installments","Giza","6 October City","6 October Compounds",2650000,"2","2","2025-08-18","8","18"
"Duplex","3014","280",9500000,"Cash","Giza","Sheikh Zayed City","7th District","","3","3","2025-08-07","8","7"
"Chalet","1399","130",8000000,"Installments","North Coast","Sidi Abdel Rahman","Shamasy","","3","3","2025-09-02","9","2"
"Apartment","2056","191",12000000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-31","8","31"
"Apartment","807","75",2700000,"Cash","Giza","Sheikh Zayed City","12th District","","1","1","2025-08-12","8","12"
"Apartment","1475","137",4500000,"Cash","Cairo","El Nozha","El Hegaz Square","","1","1","2025-08-13","8","13"
"Twin House","9688","900",90000000,"Cash","North Coast","Qesm Marsa Matrouh","Marsa Baghush","","6","6","2025-08-30","8","30"
"Villa","5382","500",40000000,"Cash","North Coast","Al Alamein","Marina","","6","6","2025-09-02","9","2"
"Apartment","1561","145",6300000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","3","3","2025-09-02","9","2"
"Villa","2906","270",14900000,"Cash","Cairo","New Cairo City","","","5","5","2025-08-06","8","6"
"Apartment","1550","144",11500000,"Cash","Cairo","New Cairo City","Al Andalus District","","2","2","2025-08-28","8","28"
"Chalet","1044","97",7447000,"Cash","North Coast","Ras Al Hekma","Gaia",2400000,"2","2","2025-08-18","8","18"
"Villa","2799","260",25540000,"Installments","Cairo","New Cairo City","",1250000,"5","5","2025-09-02","9","2"
"Apartment","1507","140",9200000,"Installments","Cairo","New Cairo City","",1850000,"2","2","2025-08-18","8","18"
"Chalet","2185","203",6800000,"Installments","North Coast","Ras Al Hekma","Jefaira","","4","4","2025-08-31","8","31"
"Villa","4090","380",24000000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","5","5","2025-09-02","9","2"
"Apartment","1561","145",5500000,"Cash","Cairo","Shorouk City","Palm Capital",2000000,"2","2","2026-06-01","6","1"
"Chalet","1561","145",4500000,"Cash","North Coast","Ras Al Hekma","La vista Ras El Hikma","","2","2","2025-08-20","8","20"
"Townhouse","1991","185",1550000,"Cash","Giza","6 October City","","","3","3","2025-09-01","9","1"
"Apartment","2637","245",5070000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","3","3","2025-08-31","8","31"
"Villa","5651","525","","","Giza","6 October City","26th of July Corridor","","4","4","2025-08-27","8","27"
"Apartment","1776","165","","","Red Sea","Hurghada","Sahl Hasheesh","","2","2","2025-08-06","8","6"
"Chalet","1399","130",13500000,"Cash","North Coast","Ras Al Hekma","Seashore",500000,"4","4","2025-09-02","9","2"
"Villa","2756","256",14522593,"Cash","Giza","Sheikh Zayed City","17th District","","4","4","2025-09-01","9","1"
"Apartment","1668","155",9800000,"Cash","Cairo","Shorouk City","",564000,"2","2","2025-07-16","7","16"
"Townhouse","2519","234",9087000,"Cash","Giza","6 October City","6 October Compounds","","4","4","2025-09-01","9","1"
"Apartment","1238","115",6800000,"Cash","Cairo","New Cairo City","","","1","1","2025-07-08","7","8"
"Apartment","2196","204",6000000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds","","4","4","2025-08-25","8","25"
"Apartment","581","54",2970000,"Cash","Red Sea","Hurghada","Hurghada Resorts",1039500,"1","1","2025-08-03","8","3"
"Apartment","3229","300",10500000,"Cash","Cairo","Heliopolis - Masr El Gedida","Almazah","","3","3","2025-09-01","9","1"
"Apartment","969","90",4000000,"Cash","Cairo","New Capital City","New Capital Compounds","","1","1","2025-08-28","8","28"
"Penthouse","1991","185",7500000,"Cash","North Coast","Sidi Abdel Rahman","Marassi","","2","2","2025-08-30","8","30"
"Villa","4392","408",44523000,"Cash","North Coast","Qesm Ad Dabaah","Soul North Coast","","5","5","2025-07-14","7","14"
"Apartment","1722","160",1500000,"Cash","Sharqia","10th of Ramadan City","",750000,"2","2","2025-05-03","5","3"
"Apartment","2131","198",8900000,"Cash","North Coast","Al Alamein","New Alamein City","","3","3","2025-08-16","8","16"
"Townhouse","2260","210","","","Cairo","New Cairo City","","","4","4","2025-09-01","9","1"
"Duplex","2303","214",41600000,"Cash","North Coast","Sidi Abdel Rahman","Marassi","","3","3","2025-09-01","9","1"
"Apartment","495","46",5711505,"Cash","Red Sea","Hurghada","Al Gouna",2000000,"1","1","2025-09-01","9","1"
"Chalet","1216","113",13500000,"Cash","North Coast","Ras Al Hekma","Mountain View","","3","3","2025-08-24","8","24"
"Villa","22604","2100","","","Cairo","New Cairo City","","","8","7","2025-06-29","6","29"
"Land","6458","600",13000000,"Cash","Cairo","New Cairo City","The 5th Settlement","","","","2025-06-22","6","22"
"Chalet","893","83",14400000,"Cash","North Coast","Ras Al Hekma","June","","1","1","2025-09-02","9","2"
"Apartment","1410","131",4400000,"Cash","Cairo","New Capital City","New Capital Compounds","","2","2","2025-09-01","9","1"
"Villa","2530","235",16500000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds",825000,"5","5","2025-08-31","8","31"
"Townhouse","2411","224",7500000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds","","4","4","2025-07-31","7","31"
"Villa","3035","282",3300000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds","","4","4","","",""
"Villa","3897","362",11000000,"Cash","Giza","Sheikh Zayed City","","","6","6","2025-09-01","9","1"
"Apartment","1399","130",3000000,"Cash","Giza","6 October City","Green Belt","","3","3","2025-09-01","9","1"
"Apartment","1475","137",7100000,"Cash","Cairo","Madinaty","","","2","2","2025-09-01","9","1"
"Chalet","1991","185",6000000,"Cash","North Coast","Sidi Abdel Rahman","Masaya","","2","2","2025-09-02","9","2"
"Apartment","969","90",2750000,"Cash","Giza","6 October City","South Dahshur Link","","1","1","2025-09-02","9","2"
"Townhouse","2799","260",22500000,"Cash","Giza","6 October City","Al Wahat Road","","4","4","","",""
"Apartment","1507","140",5800000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-26","8","26"
"Apartment","1830","170",5000000,"Cash","Cairo","New Cairo City","","","4","4","2025-08-05","8","5"
"Apartment","2153","200",18000000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-27","8","27"
"Duplex","2583","240",11530000,"Cash","Giza","Sheikh Zayed City","Sheikh Zayed Compounds",4000000,"4","4","2025-09-01","9","1"
"Apartment","1399","130",3500000,"Cash","Cairo","Mostakbal City - Future City","Mostakbal City Compounds","","3","3","2025-08-23","8","23"
"Twin House","2799","260",22000000,"Cash","Giza","6 October City","6 October Compounds","","5","5","2025-08-05","8","5"
"Chalet","2153","200",32800000,"Cash","North Coast","Sidi Abdel Rahman","Marassi","","3","3","2025-08-24","8","24"
"Apartment","1292","120",4500000,"Installments","Giza","Sheikh Zayed City","New Zayed City","","2","2","2025-08-20","8","20"
"Apartment","1615","150",10200000,"Cash","Red Sea","Hurghada","Hurghada Resorts",1500000,"2","2","2025-08-30","8","30"
"Penthouse","1722","160",12500000,"Cash","Cairo","New Cairo City","","","2","2","2025-08-25","8","25"
"Apartment","1066","99",10190000,"Cash","Cairo","Heliopolis - Masr El Gedida","Almazah","","2","2","2025-08-21","8","21"
"Apartment","2185","203",21000000,"Installments","Giza","Sheikh Zayed City","Sheikh Zayed Compounds",30,"3","3","2025-08-31","8","31"
"Apartment","1668","155",5000000,"Cash","Alexandria","Hay Sharq","Laurent","","2","2","2025-08-31","8","31"
"Apartment","2260","210",7900000,"Cash","Cairo","New Capital City","Financial District","","4","4","2025-09-02","9","2"
"Chalet","1292","120",7250000,"Cash","North Coast","Al Alamein","Marina","","2","2","2025-08-26","8","26"
"Apartment","1991","185",8900000,"Cash","Cairo","New Cairo City","","","3","3","2025-08-06","8","6"
"Penthouse","721","67",12000000,"Cash","Red Sea","Hurghada","Al Gouna","","1","1","2025-09-02","9","2"
"Apartment","829","77",7000000,"Cash","Cairo","Madinaty","","","2","2","2025-08-17","8","17"
"Villa","4424","411",21000000,"Installments","Red Sea","Hurghada","","","4","4","2025-08-31","8","31"
"Apartment","1722","160",7100000,"Installments","Cairo","New Cairo City","",10,"3","3","2025-08-14","8","14"
"Twin House","3875","360",60900000,"Cash","Cairo","New Cairo City","","","4","4","2025-08-31","8","31"
